0.000000000000000000e+00,3.000000000000000000e+02,3.244754434315989897e+02
1.666666666666666644e-02,2.500000000000000000e+02,3.227472508719289408e+02
3.333333333333333287e-02,2.500000000000000000e+02,3.210539905855685561e+02
5.000000000000000278e-02,2.500000000000000000e+02,3.194014109338279468e+02
6.666666666666666574e-02,2.500000000000000000e+02,3.177939391304363426e+02
8.333333333333332871e-02,2.500000000000000000e+02,3.162348536650480355e+02
1.000000000000000056e-01,2.500000000000000000e+02,3.147264519906502755e+02
1.166666666666666685e-01,2.500000000000000000e+02,3.132702064819155794e+02
1.333333333333333315e-01,2.500000000000000000e+02,3.118669050544734205e+02
1.499999999999999944e-01,2.500000000000000000e+02,3.105167745551555072e+02
1.666666666666666574e-01,2.500000000000000000e+02,3.092195876526173492e+02
1.833333333333333204e-01,2.500000000000000000e+02,3.079747540929693059e+02
2.000000000000000111e-01,2.500000000000000000e+02,3.067813976750989013e+02
2.166666666666666741e-01,2.500000000000000000e+02,3.056384208493939809e+02
2.333333333333333370e-01,2.500000000000000000e+02,3.045445598950467456e+02
2.500000000000000000e-01,2.500000000000000000e+02,3.034984248168495924e+02
2.666666666666666630e-01,2.500000000000000000e+02,3.024985374657263151e+02
2.833333333333333259e-01,2.532754148971293944e+02,3.016549816456573012e+02
2.999999999999999889e-01,2.560549509487977389e+02,3.009441972178760807e+02
3.166666666666666519e-01,2.587004931307145625e+02,3.003558469962159734e+02
3.333333333333333148e-01,2.611772535674937785e+02,2.998787613183713461e+02
3.499999999999999778e-01,2.634618162755015760e+02,2.995014018401813587e+02
3.666666666666666408e-01,2.655402441657164445e+02,2.992122294774556508e+02
3.833333333333333037e-01,2.674063806424371137e+02,2.989999900335785128e+02
4.000000000000000222e-01,2.690603387655392567e+02,2.988539293724367667e+02
4.166666666666666852e-01,2.705071707019568521e+02,2.987639485396560985e+02
4.333333333333333481e-01,2.717557099060754240e+02,2.987207038178588050e+02
4.500000000000000111e-01,2.728176001216730810e+02,2.987156834495338558e+02
4.666666666666666741e-01,2.737063804071951836e+02,2.987412261304132244e+02
4.833333333333333370e-01,2.744368265603203554e+02,2.987905263942555507e+02
5.000000000000000000e-01,2.750243494396913775e+02,2.988576200375298413e+02
5.166666666666666075e-01,2.754844952719662956e+02,2.989373471227215759e+02
5.333333333333333259e-01,2.758325744201505927e+02,2.990253137824950613e+02
5.500000000000000444e-01,2.760833214318571436e+02,2.991178281720103769e+02
5.666666666666666519e-01,2.762507176201100947e+02,2.992118452677834171e+02
5.833333333333333703e-01,2.763478100012457617e+02,2.993049047508370677e+02
5.999999999999999778e-01,2.763866040300799227e+02,2.993950682122380158e+02
6.166666666666666963e-01,2.763780017858475730e+02,2.994808572600478556e+02
6.333333333333333037e-01,2.763317777105225446e+02,2.995611937575477555e+02
6.500000000000000222e-01,2.762565847844519453e+02,2.996353431171983743e+02
6.666666666666666297e-01,2.761599848112872451e+02,2.997028648408506228e+02
6.833333333333333481e-01,2.760484785795133575e+02,2.997635529826561083e+02
6.999999999999999556e-01,2.759276226805819192e+02,2.998174025797993067e+02
7.166666666666666741e-01,2.758020490505736007e+02,2.998645661077877662e+02
7.333333333333332815e-01,2.756755599196591788e+02,2.999053180992428906e+02
7.500000000000000000e-01,2.755512089142970353e+02,2.999400241525824526e+02
7.666666666666666075e-01,2.754313827773897856e+02,2.999691141421863563e+02
7.833333333333333259e-01,2.753178817446357698e+02,2.999930593863078343e+02
8.000000000000000444e-01,2.752119970350591416e+02,3.000123533920877890e+02
8.166666666666666519e-01,2.751145848023756457e+02,3.000274961694520925e+02
8.333333333333333703e-01,2.750261341798042736e+02,3.000389815840171650e+02
8.499999999999999778e-01,2.749468298166965496e+02,3.000472872001360543e+02
8.666666666666666963e-01,2.748766097629778073e+02,3.000528666555604218e+02
8.833333333333333037e-01,2.748152168036443754e+02,3.000561441245961873e+02
9.000000000000000222e-01,2.747622438817510329e+02,3.000575105743506583e+02
9.166666666666666297e-01,2.747171737653499690e+02,3.000573215374760139e+02
9.333333333333333481e-01,2.746794132134203323e+02,3.000558961460467344e+02
9.499999999999999556e-01,2.746483219699014171e+02,3.000535171939378642e+02
9.666666666666666741e-01,2.746232369667803255e+02,3.000504320184980429e+02
9.833333333333332815e-01,2.746034921500183827e+02,3.000468540157764323e+02
1.000000000000000000e+00,2.745884343589364676e+02,3.000429646265480415e+02
1.016666666666666607e+00,2.745774356932455476e+02,3.000389156524464624e+02
1.033333333333333215e+00,2.745699027948496109e+02,3.000348317823621755e+02
1.050000000000000044e+00,2.745652834560545443e+02,3.000308132286501746e+02
1.066666666666666652e+00,2.745630709440097803e+02,3.000269383904824281e+02
1.083333333333333259e+00,2.745628064047771204e+02,3.000232664777650484e+02
1.100000000000000089e+00,2.745640796810235429e+02,3.000198400434218797e+02
1.116666666666666696e+00,2.745665288461143518e+02,3.000166873845100781e+02
1.133333333333333304e+00,2.745698387255526427e+02,3.000138247836525807e+02
1.149999999999999911e+00,2.745737386450502981e+02,3.000112585717105276e+02
1.166666666666666741e+00,2.745779996137961234e+02,3.000089870005947432e+02
1.183333333333333348e+00,2.745824311221375638e+02,3.000070019217214394e+02
1.199999999999999956e+00,2.745868777054225234e+02,3.000052902709927594e+02
1.216666666666666563e+00,2.745912154003328283e+02,3.000038353654507546e+02
1.233333333333333393e+00,2.745953481968635970e+02,3.000026180200292742e+02
1.250000000000000000e+00,2.745992045683015021e+02,3.000016174952568804e+02
1.266666666666666607e+00,2.746027341430230990e+02,3.000008122884386808e+02
1.283333333333333215e+00,2.746059045657613638e+02,3.000001807819036799e+02
1.300000000000000044e+00,2.746086985819403594e+02,2.999997017624249338e+02
1.316666666666666652e+00,2.746111113667675454e+02,2.999993548260206353e+02
1.333333333333333259e+00,2.746131481107303784e+02,2.999991206820889715e+02
1.350000000000000089e+00,2.746148218649203727e+02,2.999989813703137997e+02
1.366666666666666696e+00,2.746161516429314702e+02,2.999989204030523524e+02
1.383333333333333304e+00,2.746171607708641886e+02,2.999989228450500605e+02
1.399999999999999911e+00,2.746178754729844513e+02,2.999989753413618701e+02
1.416666666666666741e+00,2.746183236777099523e+02,2.999990661033431820e+02
1.433333333333333348e+00,2.746185340266439994e+02,2.999991848615376284e+02
1.449999999999999956e+00,2.746185350682092690e+02,2.999993227932743594e+02
1.466666666666666563e+00,2.746183546168532530e+02,2.999994724316890142e+02
1.483333333333333393e+00,2.746180192593440097e+02,2.999996275620974302e+02
1.500000000000000000e+00,2.746175539893038717e+02,2.999997831106492754e+02
1.516666666666666607e+00,2.746169819524342870e+02,2.999999350293747966e+02
1.533333333333333215e+00,2.746163242858699505e+02,3.000000801809935069e+02
1.550000000000000044e+00,2.746156000362691998e+02,3.000002162261777698e+02
